legal ref nr,Formality_name,LGSL_ID,Legislation,Numeric_Admins,New code?
930411,Market stall licence,616,By Royal Charter,5,616-5-1
930421,Market stall licence,616,Local Government (Miscellaneous Provisions) Act 1982,5,616-5-1
930431,Market stall licence,616,London Local Authorities Act 1990,5,616-5-1
930441,Market stall licence,616,Local Government (Miscellaneous Provisions) Act 1982,5,616-5-1
930451,Market stall licence,616,City of London (Various Powers) Act 1987 Part III,1,616-5-1
930461,Market stall licence,616,London Local Authorities Act 1990 as amended,5,616-5-1
930471,Market stall licence,616,Byelaws made under S61 of Food and Drugs Act 1955 (as replaced by S60 of Food Act 1984),5,616-5-1
930481,Market stall licence,616,Highways Act 1980 Section 115E,5,616-5-1
930501,Market stall licence,616,"Hitchin Market Tolls 1882, Food Act 1984",5,616-5-1
930511,Market stall licence,616,Local Land Authorities Act 1990,5,616-5-1
930512,Market stall licence,616,Tyne & Wear Act 1976,5,616-5-1
930513,Market stall licence,616,Northampton Act 1988,5,616-5-1
930514,Market stall licence,616,Barnstaple Markets Act 1852,5,616-5-1
930515,Market stall licence,616,Norwich City Council Act 1984,5,616-5-1
930516,Market stall licence,616,By Market Charter,5,616-5-1
930517,Market stall licence,616,Food Act 1984,5,616-5-1
930518,Market stall licence,616,Sheffield Markets Act 1872,5,616-5-1
930519,Market stall licence,616,Fenland District Council Market Byelaws 1-10-92,5,616-5-1
930814,Market stall licence,616,Barnstaple Markets Act 1852,5,616-5-1
350301,Club licensing,646,Licensing Act 2003,5,646-5-1
1580002,Charitable collection permit,647,"Civic Government (Scotland) Act 1982, Section 119 and The Public Charitable Collections (Scotland) Regulations 1984, as amended by The Public Charitable Collections (Scotland) Amendment Regulations 1988-",3,647-3-1
158000122,Street collection licence,647,"Police, Factories etc- (Miscellaneous Provisions) Act 1916",5,647-5-1
720301,House to house collection licence,648,House to House Collection Act 1939 and the House to House Regulations 1947,5,648-5-1
72000122,House to house collection licence,648,House to House Collection Act 1939 and the House to House Regulations 1947,5,648-5-1
1591301,Sunday trading,678,Shops (Sunday Trading &c-) (NI) Order 1997,4,678-4-1
290031,Car boot sale authorisation,679,London Local Authorities Act 1991 as amended,1,679-1-1
290041,Car boot sale authorisation,679,By Royal Charter,5,679-5-1
290061,Car boot sale authorisation,679,County of Kent Act 2001,5,679-5-1
290071,Car boot sale authorisation,679,London Local Authorities Act 1996,5,679-5-1
290072,Car boot sale authorisation,679,Medway Act 2001,5,679-5-1
290074,Car boot sale authorisation,679,London Local Authority Act 1996,5,679-5-1
290301,Car boot sale authorisation,679,Local Government (Miscellaneous Provisions) Act 1982,5,679-5-1
290311,Car boot sale authorisation,679,County of Cleveland Act 1987,1,679-1-1
290331,Car boot sale authorisation,679,London Local Authorities Act 1991 as amended,1,679-1-1
290341,Car boot sale authorisation,679,By Royal Charter,5,679-5-1
290361,Car boot sale authorisation,679,County of Kent Act 2001,5,679-5-1
290371,Car boot sale authorisation,679,London Local Authorities Act 1996,5,679-5-1
290372,Car boot sale authorisation,679,Medway Act 2001,5,679-5-1
290374,Car boot sale authorisation,679,London Local Authority Act 1996,5,679-5-1
920301,Market operators licence,679,"Civic Government (Scotland) Act 1982, Section 40",3,679-3-1
1610161,"Tattooists, piercing and electrolysis licence",680,Local Government (Miscellaneous Provisions) Act 1982 as amended by local byelaw,5,680-5-1
1610162,"Tattooists, piercing and electrolysis licence",680,City of Newcastle Upon Tyne Act 2000,5,680-5-1
1610163,"Tattooists, piercing and electrolysis licence",680,Local Government (Miscellaneous Provisions) Act 1982 as amended by the Local Government Act 2003,5,680-5-1
1610301,"Tattooists, piercing and electrolysis licence",680,Local Government (Miscellaneous Provisions) Act 1982,5,680-5-1
1610302,"Tattooists, piercing and electrolysis licence",680,Local Government (Miscellaneous Provisions) (Northern Ireland) Order 1985 (No- 1208 (N-I- 15)),4,680-4-1
1610303,Skin piercing and tattooing,680,"Civic Government (Scotland) Act 1982, Section 44",3,680-3-1
1610411,"Tattooists, piercing and electrolysis licence",680,London Local Authorities Act 1991,1,680-1-1
1610461,"Tattooists, piercing and electrolysis licence",680,Local Government (Miscellaneous Provisions) Act 1982 as amended by local byelaw,5,680-5-1
1610462,"Tattooists, piercing and electrolysis licence",680,City of Newcastle Upon Tyne Act 2000,5,680-5-1
1610463,"Tattooists, piercing and electrolysis licence",680,Local Government (Miscellaneous Provisions) Act 1982 as amended by the Local Government Act 2003,5,680-5-1
1480111,Second hand dealers,682,County of Lancashire Act 1984,1,682-1-1
1480121,Second hand dealers,682,County of Merseyside Act 1980,1,682-1-1
1480141,Second hand dealers,682,Greater Manchester Act 1981,1,682-1-1
1480151,Second hand dealers,682,Humberside Act 1982,1,682-1-1
1480171,Second hand dealers,682,Medway Act 2001,1,682-1-1
1480191,Second hand dealers,682,Nottingham City Council Act 2003,1,682-1-1
1480201,Second hand dealers,682,South Yorkshire Act 1980,1,682-1-1
1480202,Second hand dealers,682,City of Newcastle Upon Tyne Act 2000,1,682-1-1
1480203,Second hand dealers,682,Worcester City Council Act 1985,1,682-1-1
1480301,Second hand dealers,682,County of Cleveland Act 1987,1,682-1-1
1480302,Second hand dealers registration,682,Civic Government (Scotland) Act 1982 (sections 28 and 30),3,682-3-1
1480411,Second hand dealers,682,County of Lancashire Act 1984,1,682-1-1
1480421,Second hand dealers,682,County of Merseyside Act 1980,1,682-1-1
1480441,Second hand dealers,682,Greater Manchester Act 1981,1,682-1-1
1480451,Second hand dealers,682,Humberside Act 1982,1,682-1-1
1480471,Second hand dealers,682,Medway Act 2001,1,682-1-1
1480491,Second hand dealers,682,Nottingham City Council Act 2003,1,682-1-1
1480501,Second hand dealers,682,South Yorkshire Act 1980,1,682-1-1
1480502,Second hand dealers,682,City of Newcastle Upon Tyne Act 2000,1,682-1-1
1480503,Second hand dealers,682,Worcester City Council Act 1985,1,682-1-1
660111,Hairdresser registration,694,Berkshire Act 1986,1,694-1-1
660121,Hairdresser registration,694,County of Cleveland Act 1987,1,694-1-1
660131,Hairdresser registration,694,County of Kent Act 1981,1,694-1-1
660141,Hairdresser registration,694,County of Merseyside Act 1980,1,694-1-1
660151,Hairdresser registration,694,Greater Manchester Act 1981,1,694-1-1
660161,Hairdresser registration,694,Hampshire Act 1983,1,694-1-1
660181,Hairdresser registration,694,Leicestershire Act 1985,1,694-1-1
660191,Hairdresser registration,694,Plymouth City Council Act 1987,1,694-1-1
660201,Hairdresser registration,694,South Yorkshire Act 1980,1,694-1-1
660211,Hairdresser registration,694,Staffordshire Act 1983,1,694-1-1
660231,Hairdresser registration,694,West Midlands County Council Act 1980,1,694-1-1
660242,Hairdresser registration,694,Worcester City Council Act 1985,1,694-1-1
660301,Hairdresser registration,694,Greater London Council (General Powers) Act 1967,1,694-1-1
660302,Hairdresser licence,694,Hairdressers Act 1939 (Northern Ireland),4,694-4-1
660411,Hairdresser registration,694,Berkshire Act 1986,1,694-1-1
660421,Hairdresser registration,694,County of Cleveland Act 1987,1,694-1-1
660431,Hairdresser registration,694,County of Kent Act 1981,1,694-1-1
660441,Hairdresser registration,694,County of Merseyside Act 1980,1,694-1-1
660451,Hairdresser registration,694,Greater Manchester Act 1981,1,694-1-1
660461,Hairdresser registration,694,Hampshire Act 1983,1,694-1-1
660481,Hairdresser registration,694,Leicestershire Act 1985,1,694-1-1
660491,Hairdresser registration,694,Plymouth City Council Act 1987,1,694-1-1
660501,Hairdresser registration,694,South Yorkshire Act 1980,1,694-1-1
660511,Hairdresser registration,694,Staffordshire Act 1983,1,694-1-1
660521,Hairdresser registration,694,West Glamorgan Act 1987,2,694-2-1
660531,Hairdresser registration,694,West Midlands County Council Act 1980,1,694-1-1
660541,Hairdresser registration,694,Byelaws made under section 77 of the Public Health Act 1961,5,694-5-1
660542,Hairdresser registration,694,Worcester City Council Act 1985,1,694-1-1
1510301,Skip operator licence,695,"Highways Act 1980, Section 139",5,695-5-1
1390301,Riding establishment licence,696,Riding Establishments Act 1964,6,696-6-1
1810301,Zoo licence,699,Zoo Licensing Act 1981,6,699-6-1
410301,Cooling tower notification,707,Notification of Cooling Towers and Evaporative Condensers Regulations 1992,6,707-6-1
410302,Cooling tower notification,707,Notification of cooling towers and evaporative condensers regulations (NI) 1994,4,707-4-1
240301,Boat hire licence,739,"Civic Government (Scotland) Act 1982, Section 38",3,739-3-1
1470011,Pleasure boats,739,Cheshire County Council Act 1980,5,739-5-1
1470301,Pleasure boats,739,Public Health Acts Amendment Act 1907 section 94,5,739-5-1
1470302,Pleasure boats,739,Public Health Acts Amendment Act 1907 section 94,4,739-4-1
1470311,Pleasure boats,739,Cheshire County Council Act 1980,5,739-5-1
1600301,Permission to place tables and chairs in the road,742,"Roads (Scotland) Act 1984,  Section 59",3,742-3-1
1600302,Ability to place tables and chairs in the road,742,"Highways Act 1980, Section 115B /115E",5,742-5-1
300301,Caravan and camping site licence,743,Caravan Sites and Control of Development Act 1960,6,743-6-1
300302,Caravan and camping site licence,743,Caravans Act Northern Ireland 1963; s-269,4,746-4-1
1050301,Application to use street or pavement space for displays,744,"Highways Act 1980, Section 115B /115E",5,744-5-1
1050302,Application to use street or pavement space for displays,744,"Roads (Scotland) Act 1984,  Section 59",3,744-3-1
270111,Busking licence,797,Test Local Act,1,remove
270121,Busking licence,797,London Government Act 1963,1,797-1-1
270141,Busking licence,797,Byelaw in pursuance of section 249 of the Local Government Act 1933,5,797-5-1
270301,Busking licence,797,London Local Authorities Act 2000,1,797-1-1
270411,Busking licence,797,Test Local Act,1,remove
270421,Busking licence,797,London Government Act 1963,1,797-1-1
270431,Busking licence,797,Section 145 of the Local Government Act 1972,5,797-5-1
270441,Busking licence,797,Byelaw in pursuance of section 249 of the Local Government Act 1933,5,797-5-1
1570301,Petroleum storage licence,810,Petroleum (Consolidation) Act 1928 as amended,6,810-6-1
1570302,Petroleum storage licence,810,Petroleum (Consolidation) Acts (Northern Ireland) 1929 and 1937,4,810-4-1
1440301,Safety certificates for sports grounds,842,Safety of Sports Grounds Act 1975 (c- 52),6,842-6-1
1440302,Safety certificates for sports grounds,842,Safety Of Sports Grounds (Northern Ireland) Order 2006,4,842-4-1
1790301,Weighbridge operator certificate,843,Weights and Measures Act 1985,6,843-6-1
1160301,Premises licence,860,Licensing Act 2003,5,860-5-1
1170301,Premises licence,860,Licensing (Scotland) Act 2005,3,860-3-1
990302,Motor salvage operator registration,866,Vehicles (Crime) Act 2001,5,866-5-1
710301,House in multiple occupation licence,898,Housing Act 2004,5,898-5-1
710302,House in multiple occupation licence,898,"Government (Scotland) Act 1982, Section 44 and SSI 2000/177 and SSI 2003/463- ",3,898-3-1
130000423,Day care facilities for under 12s,920,Children (NI) Order 1995,4,920-4-1
130000424,Day care facilities for under 12s,920,Children (NI) Order 1995,4,920-4-1
130000425,Day care facilities for under 12s,920,Children (NI) Order 1995,4,920-4-1
130000426,Day care facilities for under 12s,920,Children (NI) Order 1995,4,920-4-1
130000427,Day care facilities for under 12s,920,Children (NI) Order 1995,4,920-4-1
800301,Itinerant metal dealer licence,1067,"Civic Government (Scotland) Act 1982, Section 32",3,1067-3-2
970301,Metal dealer licence,1067,"Civic Government (Scotland) Act 1982, Section 28, 29",3,1067-3-3
1930301,Dispensation to allow the display of fireworks late at night,1068,Fireworks (Scotland) Regulations 2004,3,1068-3-1
1040301,Occasional licence,1071,Licensing (Scotland) Act 2005,3,1071-3-1
1620301,Temporary event notice,1071,Licensing Act 2003,5,1071-5-1
1090301,Performing animals registration,1077,Performing Animals (Regulation) Act 1925,6,1077-6-1
1800301,Window cleaner,1078,"Civic Government (Scotland) Act 1982, Section 43-",3,1078-3-1
280301,Camp site licence,1108,Public Health Act 1936,5,1108-5-1
730301,Hypnotism permit,1160,Hypnotism Act 1952,6,1160-6-1
1000301,National registration scheme for private landlords,1161,Antisocial Behaviour etc- (Scotland) Act 2004,3,1161-3-1
22000134,Authorisation for a firm to undertake UK audit work,1184,"Companies Act 2006, Part 42",7,1184-7-2
22000135,Authorisation to undertake audit work,1184,"Companies Act 2006, Part 42",7,1184-7-1
22000137,Authorisation to undertake audit work,1184,"Companies Act 2006, Part 42",7,1184-7-1
32000423,Childminder,1191,Children's (NI) Order 1995,4,1191-4-1
32000424,Childminder,1191,Children's (NI) Order 1995,4,1191-4-1
32000425,Childminder,1191,Children (NI) Order 1995,4,1191-4-1
32000426,Childminder,1191,Children (NI) Order 1995,4,1191-4-1
32000427,Childminder,1191,Children (NI) Order 1995,4,1191-4-1
500301,Environmental permitting,1210,"Environmental Permitting (England and Wales) Regulations, 2010",5,1210-5-1
21000212,Insolvency practitioner,1225,Insolvency Practitioners Regulations 2005,5,1225-5-1
21000220,Insolvency practitioner,1225,Art 351 Insolvency (NI) Order 1989,4,1225-4-1
21000235,Insolvency practitioner,1225,Art 351 Insolvency (NI) Order 1989,4,1225-4-2
21000236,Insolvency practitioner,1225,Insolvency Practitioners Regulations 2005,7,1225-7-2
21000237,Insolvency practitioner,1225,Insolvency Practitioners Regulations 2005,7,1225-7-3
21000238,Insolvency practitioner,1225,Insolvency Practitioners Regulations 2005,5,1225-5-2
21000331,Insolvency practitioner,1225,Art 351 Insolvency (NI) Order 1989,4,1225-4-2
651301,Guard dog kennels,1236,"Dogs (Northern Ireland) Order 1983, Section 10",4,1236-4-1
890302,"Local air pollution control authorisation (LAPPC), Part C",1237,Pollution prevention and control regulations (NI) 2003 and relevant amending legislation,4,1237-4-1
51000130,Estate agency,1242,"Consumers, Estate Agents and Redress Act 2007",7,1242-7-1
51000131,Estate agency,1242,"Consumers, Estate Agents and Redress Act 2007",7,1242-7-1
1430301,Safety certificates for regulated stands at sports grounds,1256,Part III of the Fire Safety and Safety of Places of Sport Act 1987 (c-27),6,1256-6-1
1430302,Safety certificates for regulated stands at sports grounds,1256,Safety Of Sports Grounds (Northern Ireland) Order 2006,4,1256-4-1
180301,Food premises approval,1293,Food Hygiene (England) Regulations 2006 / Regulation (EC) No 853/2004,1,1293-1-1
180302,Food premises approval,1293,Regulation (EC) No 853/2004,4,1293-4-1
180303,Food premises approval,1293,Food Hygiene (Scotland) Regulations 2006 / Regulation (EC) No 853/2004,3,1293-3-1
180304,Food premises approval,1293,Food Hygiene (Wales) Regulations 2006 / Regulation (EC) No 853/2004,2,1293-2-1
941131,"Massage and special treatment, therapist registration",1294,Nottinghamshire County Council Act 1985,1,1294-1-1
941141,"Massage and special treatment, therapist registration",1294,Worcester City Council Act 1985,1,1294-1-1
941301,"Massage and special treatment, therapist registration",1294,London Local Authorities Act 1991,1,1294-1-1
941411,"Massage and special treatment, therapist registration",1294,Byelaw under Local Government(Miscellaneous Provisions) Act 1982,5,1294-5-1
941431,"Massage and special treatment, therapist registration",1294,Nottinghamshire County Council Act 1985,1,1294-1-1
941441,"Massage and special treatment, therapist registration",1294,Worcester City Council Act 1985,1,1294-1-1
1250301,Approval of premises for civil marriage and civil partnership,1296,The Marriages and Civil Partnerships (Approved Premises) Regulations 2005,5,1296-5-1
1250302,Approval of premises for civil marriage and civil partnership,1296,Marriage (NI) Regulations 2003 and The Civil Partnership Act 2004,4,1296-4-1
1250303,Approval of premises for civil marriage,1296,Marriage (Approval of Places) (Scotland) Regulations 2002,3,1296-3-1
49120159,On-Construction Domestic Energy Assessor (OCDEA),1312,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1312-5-1
49120160,On-Construction Domestic Energy Assessor (OCDEA),1312,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1312-5-1
49120161,On-Construction Domestic Energy Assessor (OCDEA),1312,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1312-5-1
49120163,On-Construction Domestic Energy Assessor (OCDEA),1312,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1312-5-1
49120164,On-Construction Domestic Energy Assessor (OCDEA),1312,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1312-5-1
49120166,On-Construction Domestic Energy Assessor (OCDEA),1312,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1312-5-1
49120167,On-Construction Domestic Energy Assessor (OCDEA),1312,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1312-5-1
49120168,On-Construction Domestic Energy Assessor (OCDEA),1312,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1312-5-1
49120169,On-Construction Domestic Energy Assessor (OCDEA),1312,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1312-5-1
49120170,On-Construction Domestic Energy Assessor (OCDEA),1312,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1312-5-1
49120171,On-Construction Domestic Energy Assessor (OCDEA),1312,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1312-5-1
49120172,On-Construction Domestic Energy Assessor (OCDEA),1312,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1312-5-1
49120173,On-Construction Domestic Energy Assessor (OCDEA),1312,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1312-5-1
49110159,Domestic Energy Assessor - Existing Buildings,1313,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1313-5-1
49110163,Domestic Energy Assessor - Existing Buildings,1313,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1313-5-1
49110164,Domestic Energy Assessor - Existing Buildings,1313,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1313-5-1
49110166,Domestic Energy Assessor - Existing Buildings,1313,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1313-5-1
49110169,Domestic Energy Assessor - Existing Buildings,1313,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1313-5-1
49110170,Domestic Energy Assessor - Existing Buildings,1313,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1313-5-1
49110171,Domestic Energy Assessor - Existing Buildings,1313,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1313-5-1
49110172,Domestic Energy Assessor - Existing Buildings,1313,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1313-5-1
49110173,Domestic Energy Assessor - Existing Buildings,1313,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1313-5-1
49150163,Air Conditioning System Energy Assessor,1314,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1314-5-1
49150166,Air Conditioning System Energy Assessor,1314,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1314-5-1
49150168,Air Conditioning System Energy Assessor,1314,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1314-5-1
49150171,Air Conditioning System Energy Assessor,1314,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1314-5-1
49150172,Air Conditioning System Energy Assessor,1314,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1314-5-1
49150358,Energy Assessor Scheme for the Inspection of Air Conditioning Systems,1314,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1314-5-1
49150361,Air Conditioning Inspector,1314,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1314-5-1
49140158,Operational Ratings Assessor (Production of Display Energy Certificates),1315,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1315-5-1
49140159,Operational Ratings Assessor (Production of Display Energy Certificates),1315,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1315-5-1
49140161,Operational Ratings Assessor (Production of Display Energy Certificates),1315,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1315-5-1
49140163,Operational Ratings Assessor (Production of Display Energy Certificates),1315,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1315-5-1
49140164,Operational Ratings Assessor (Production of Display Energy Certificates),1315,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1315-5-1
49140166,Operational Ratings Assessor (Production of Display Energy Certificates),1315,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1315-5-1
49140168,Operational Ratings Assessor (Production of Display Energy Certificates),1315,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1315-5-1
49140169,Operational Ratings Assessor (Production of Display Energy Certificates),1315,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1315-5-1
49140170,Operational Ratings Assessor (Production of Display Energy Certificates),1315,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1315-5-1
49140171,Operational Ratings Assessor (Production of Display Energy Certificates),1315,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1315-5-1
49140172,Operational Ratings Assessor (Production of Display Energy Certificates),1315,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1315-5-1
49140173,Operational Ratings Assessor (Production of Display Energy Certificates),1315,Energy Performance of Buildings Certificates and Inspections England and Wales Regulations 2007,5,1315-5-1
49140358,Operational Ratings Assessor (Production of Display Energy Certificates),1315,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1315-4-1
49140359,Operational Ratings Assessor (Production of Display Energy Certificates),1315,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1315-4-1
49140361,Operational Ratings Assessor (Production of Display Energy Certificates),1315,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1315-4-1
49140363,Operational Ratings Assessor (Production of Display Energy Certificates),1315,Energy Performance of Buildings (Certificates and Inspections) Regulations (Northern Ireland) 2008,4,1315-4-1
